,global_id,TPU_global_id,dist_tpu
0,637390942,1770010.0,947.3291269691034
1,637391109,1769880.0,794.7466395734249
2,637391684,1769856.0,447.3445067665404
3,637391714,1770010.0,1798.4730440134126
4,637391844,1770064.0,2111.6626329520027
5,637392270,170430001.0,308.24971457176986
6,637392326,1770020.0,1335.3197624034967
7,637392532,,
8,637392828,1769941.0,10177.808208266755
9,637392911,1770001.0,1262.9599291068048
10,637393175,1769950.0,418.32293664362345
11,637393597,1770003.0,227.60223307945677
12,637394549,1770067.0,1616.1737164191684
13,637394659,1770007.0,2142.3082337974024
14,637394733,1770067.0,1623.4128595162006
15,637394847,1770025.0,616.9378013107346
16,637395219,1769869.0,199.96924776562278
17,637395406,1769889.0,981.9520024986368
18,637395486,1769894.0,2430.196771210613
19,637395590,170429974.0,947.4840363936366
20,637395990,1769894.0,1020.7103599757617
21,637396158,1769899.0,1323.8963423322425
22,637396280,1769899.0,807.8453805616043
23,637396360,1769906.0,1320.0905860246694
24,637396416,170430030.0,594.6872142049517
25,637396545,1769967.0,1041.7083110900553
26,637396996,170430027.0,13954.880752394556
27,637397130,170430027.0,12944.395004923743
28,637397210,170430027.0,14247.680076817902
29,637397555,1769957.0,1130.406912441635
30,637397634,1770007.0,1051.8051872642243
31,637397926,1770001.0,1042.7653615824343
32,637397982,170430027.0,14240.107366272434
33,637398167,170430027.0,14316.14927923669
34,637398271,170430027.0,14732.482306243224
35,637398459,1769894.0,34.85877288168459
36,637398890,1770001.0,1138.2836944318626
37,637398937,1770057.0,4049.040597004064
38,637399139,170430027.0,35020.48023997783
39,637399258,1769899.0,252.63424989734983
40,637399573,1769899.0,271.5074005635935
41,637399621,170430027.0,15646.824256861531
42,637399758,1770012.0,393.3015949644656
43,637399948,1769899.0,252.63424989734983
44,637400425,1770001.0,1071.1853226450678
45,637400533,1769899.0,257.65917267824824
46,637400744,1769922.0,1786.994269772916
47,637400879,1769973.0,1122.547375301269
48,637401009,1769880.0,674.6025915508136
49,637401064,1770075.0,3049.236535638691
50,637401380,1770075.0,3200.508556340549
51,637406545,1769888.0,576.8549217712654
52,637407311,1770054.0,583.4248937258652
53,637407603,1769972.0,419.3134981938475
54,637407683,1769972.0,548.335394944623
55,637407904,1770020.0,1401.7746306935435
56,637408160,1770076.0,780.961803263131
57,637408321,1769865.0,228.29394140641676
58,637408452,1770094.0,250.6567461107379
59,637408536,170429997.0,1185.457660932424
60,637408877,170429968.0,324.47915245423263
61,637409037,170430040.0,855.9543799755074
62,637409249,1769929.0,1451.4914774965544
63,637409408,1769870.0,1838.2852216878405
64,637409494,1769863.0,330.964869183212
65,637409624,1770079.0,1851.8505748197733
66,637409730,1769972.0,64.24333698762061
67,637409835,170430030.0,594.6872142049517
68,637410075,1769863.0,482.6957978176523
69,637410211,1769899.0,1054.678900470244
70,637410646,1769906.0,912.757452770021
71,637410848,1769877.0,661.9776154669893
72,637411003,1770029.0,922.2770324463031
73,637411139,170430035.0,725.5486540568126
74,637411219,1770034.0,461.1014659927596
75,637411249,1770094.0,905.1218959944465
76,637411701,1770071.0,242.62795705769753
77,637411893,,
78,637412015,1769850.0,752.4858646686863
79,637412335,170429983.0,496.21642517789775
80,637412402,1769955.0,262.7170810896537
81,637412838,1769934.0,4394.6303542093965
82,637412974,1770034.0,461.1014659927596
83,637413129,170429983.0,213.193706685268
84,637413328,1770063.0,488.09332335653767
85,637413819,170430040.0,855.9543799755074
86,637414139,1770094.0,527.1045471335756
87,637414431,1770071.0,242.62795705769753
88,637414461,1770032.0,80.8712264227666
89,637414806,170430035.0,548.691433183817
90,637415024,1769934.0,4501.822334244226
91,637415096,170429994.0,933.8779748725618
92,637415177,170429994.0,1237.1340400899064
93,637415262,1769968.0,601.9119984227174
94,637415569,170430027.0,11892.842762366432
95,637415679,170430027.0,11892.842762366432
96,637415734,860862615.0,2055.396703695181
97,637415816,860862615.0,2055.396703695181
98,637415913,860862615.0,2055.396703695181
99,637416057,1770063.0,499.80885839635613
100,637416643,1769969.0,913.2694466218666
101,637416694,1769971.0,1199.0638605086842
102,637416825,1770093.0,206.83164232323074
103,637417460,1769971.0,1199.0638605086842
104,637417596,1770054.0,56.32424674860483
105,637417702,1769934.0,4768.197215963041
106,637417942,1770096.0,1129.9756016410215
107,637418093,1770030.0,865.9808354092722
108,637418153,1770005.0,1019.0125904923655
109,637418365,1769934.0,5843.758373477427
110,637418539,1769906.0,877.5600373632664
111,637418793,1769929.0,1451.4914774965544
112,637419748,1769943.0,270.148789672549
113,637420121,1769849.0,1301.6089155112832
114,637420358,1769877.0,381.78744483773136
115,637420388,170430001.0,465.87950119409254
116,637420493,170430039.0,154.59013143816887
117,637421032,1769929.0,836.6968557981343
118,637421287,1769929.0,1730.4645093608287
119,637421551,1770097.0,2828.785702359299
120,637421633,1769968.0,599.3446328936269
121,637421664,1769977.0,686.0604894214271
122,637421769,1770039.0,1130.0436438519043
123,637421954,1770045.0,758.6292823829654
124,637422009,1770044.0,3238.7775688372635
125,637422274,1769931.0,653.8486863134227
126,637422485,,
127,637422855,170430027.0,13110.662746352105
128,637423015,1769956.0,657.4286566869364
129,637423120,1770080.0,267.4680670682205
130,637423242,1769870.0,934.543688436981
131,637423547,1769859.0,300.2038706287058
132,637423732,170430027.0,23587.373898552378
133,637423828,1770034.0,915.8058397592071
134,637423999,1770085.0,1142.4899552895833
135,637424368,1770034.0,460.6718045890883
136,637424448,1770034.0,460.6718045890883
137,637424503,1769870.0,920.5190846867913
138,637424583,1769937.0,581.8505499855532
139,637425059,,
140,637425140,,
141,637425418,1769870.0,505.7313551561875
142,637425780,1769937.0,1081.5496089669143
143,637426176,1769983.0,351.274257514524
144,637426287,170430005.0,711.5957014956815
145,637426349,1770039.0,1597.1862189279248
146,637426626,1769859.0,904.544116788205
147,637427067,1770032.0,240.65751812256846
148,637427195,1770064.0,268.34279659268077
149,637427555,1769977.0,686.0604894214271
150,637428343,1769977.0,686.0604894214271
151,637428446,170430006.0,2402.4266328794474
152,637428511,1769859.0,904.544116788205
153,637428776,170430000.0,761.1497904111569
154,637429279,1770001.0,456.08209986641026
155,637429398,170429976.0,1319.0737961592665
156,637429464,1769856.0,491.3268592965303
157,637429650,1770075.0,2586.159240045589
158,637429729,1770075.0,2594.90829089283
159,637429785,1770076.0,1231.4897707228095
160,637430367,1769859.0,267.9562201179021
161,637430459,1769859.0,519.2892753074137
162,637430578,170429985.0,154.34365505887922
163,637430740,1770048.0,231.0138464258342
164,637430845,1770048.0,49.92579788554829
165,637431141,1769859.0,810.4828314563016
166,637431323,1770054.0,804.1498567134051
167,637431587,1770022.0,890.0147421976343
168,637431903,1770071.0,845.2172108696235
169,637431959,1769954.0,445.2725221807502
170,637432757,1769956.0,657.4286566869364
171,637432862,1769873.0,655.2410750690688
172,637433050,170430000.0,409.09239225202816
173,637433341,1769873.0,632.121725461361
174,637433688,170430000.0,450.15720987875784
175,637433849,1769929.0,470.12731062493384
176,637434719,1769899.0,235.4870056950907
177,637434992,,
178,637435264,1769899.0,235.4870056950907
179,637435437,,
180,637435648,1770078.0,743.1114210669683
181,637435705,1769877.0,381.78744483773136
182,637436887,1770030.0,865.9808354092722
183,637436968,1770038.0,1363.9094968715285
184,637437430,1769941.0,1632.236899284972
185,637437559,1770007.0,1051.5983833042542
186,637437594,,
187,637437717,,
188,637437824,,
189,637438055,,
190,637438225,,
191,637438354,,
192,637438438,1769882.0,262.13834201374345
193,637438806,1769957.0,1639.8587453171965
194,637439209,1769883.0,251.37028680672657
195,637439239,1769883.0,251.37028680672657
196,637439555,170429991.0,1098.4859843191325
197,637439872,1769953.0,122.6341855549986
198,637440033,1769957.0,1095.9656201569412
199,637440510,1770007.0,1274.8634333983384
200,637440671,1770007.0,1741.1009800168106
201,637440986,1770067.0,1956.2427061444505
202,637461893,1769892.0,1065.21434236301
203,637462369,1770064.0,538.2092476220715
204,637462499,1770064.0,538.2092476220715
205,637463141,1770041.0,883.14926715536
206,637465159,170429998.0,531.6232597912402
